LCSC Part,First Category,Second Category,MFR.Part,Package,Solder Joint,Manufacturer,Library Type,Description,Datasheet,Price,Stock
C2488,Diodes,Bridge Rectifiers,MB10S,MBS,4,MDD(Microdiode Electronics),Basic,35A 1.1V@400mA 5兪A@1kV 1A 1kV -55乣+150亷(Tj) MBS  Bridge Rectifiers ROHS,https://datasheet.lcsc.com/lcsc/2105061432_MDD-Microdiode-Electronics--MB10S_C2488.pdf,"5-45:0.025230769,50-145:0.020153846,150-495:0.017230769,500-2495:0.015538462,2500-4995:0.014015385,5000-9995:0.013215385,10000-19995:0.013046154,20000-:0.012923077",136879
C2500,Diodes,Switching Diode,"BAV99,215",SOT-23-3,3,Nexperia,Basic,100V +150亷(Tj) 250mW Dual 1.25V@150mA 4ns 500nA@80V 215mA SOT-23  Switching Diode ROHS,https://datasheet.lcsc.com/lcsc/1811141238_Nexperia-BAV99-215_C2500.pdf,"30000-59985:0.024000000,7500-14985:0.025076923,450-1485:0.029230769,150-435:0.033076923,1500-7485:0.026153846,60000-:0.023846154,15-135:0.040461538,15000-29985:0.024307692",56871
C5377,Diodes,Bridge Rectifiers,DB107S,DBS,4,MDD(Microdiode Electronics),Basic,50A 1.1V@1A 10兪A@1kV 1A 1kV -55乣+150亷(Tj) DBS  Bridge Rectifiers ROHS,https://datasheet.lcsc.com/lcsc/2105061435_MDD-Microdiode-Electronics--DB107S_C5377.pdf,"2-18:0.055692308,20-58:0.045538462,60-198:0.040461538,200-998:0.036615385,1000-1998:0.033692308,2000-3998:0.032153846,4000-7998:0.031692308,8000-:0.031538462",59244
C8056,Diodes,Zener Diodes,ZMM3V3-M,LL-34,2,ST(Semtech),Basic,2兪A@1V 85兌 Single 3.1V~3.5V 500mW 3.3V LL-34  Zener Diodes ROHS,https://datasheet.lcsc.com/lcsc/1811142211_ST-Semtech-ZMM3V3-M_C8056.pdf,"15-135:0.017384615,150-435:0.014015385,450-1485:0.012153846,1500-7485:0.011030769,7500-14985:0.010061538,15000-:0.009538462",123454
C8062,Diodes,Zener Diodes,ZMM5V6-M,LL-34,2,ST(Semtech),Basic,100nA@1V 25兌 Single 5.2V~6V 500mW 5.6V LL-34  Zener Diodes ROHS,https://datasheet.lcsc.com/lcsc/1809301122_ST-Semtech-ZMM5V6-M_C8062.pdf,"15-135:0.016461538,150-435:0.013061538,450-1485:0.011200000,1500-7485:0.010076923,7500-14985:0.009107692,15000-:0.008584615",161692
C8598,Diodes,Schottky Barrier Diodes (SBD),B5819W SL,SOD-123,2,"Jiangsu Changjing Electronics Technology Co., Ltd.",Basic,40V 600mV@1A 1A SOD-123  Schottky Barrier Diodes (SBD) ROHS,https://datasheet.lcsc.com/lcsc/1809140216_Jiangsu-Changjing-Electronics-Technology-Co---Ltd--B5819W-SL_C8598.pdf,"15-135:0.031384615,150-435:0.024923077,450-1485:0.021230769,1500-7485:0.019076923,7500-14985:0.017076923,60000-:0.015846154,30000-59985:0.015846154,15000-29985:0.016153846",891408
C8678,Diodes,Schottky Barrier Diodes (SBD),SS34,"SMA,DO-214AC",2,MDD(Microdiode Electronics),Basic,0.5mA@40V 40V Single 3A 0.55V@3A SMA(DO-214AC)  Schottky Barrier Diodes (SBD) ROHS,https://datasheet.lcsc.com/lcsc/2204121115_MDD-Microdiode-Electronics--SS34_C8678.pdf,"5-45:0.043538462,50-145:0.035538462,150-495:0.031538462,10000-19995:0.024769231,500-2495:0.028615385,20000-:0.024461538,2500-4995:0.026153846,5000-9995:0.025076923",386527
C9808,Diodes,Switching Diode,LL4148,LL-34,2,ST(Semtech),Basic,75V +175亷(Tj) 500mW 1V@10mA 4ns 5兪A@75V 200mA LL-34  Switching Diode ROHS,https://datasheet.lcsc.com/lcsc/1811091932_ST-Semtech-LL4148_C9808.pdf,"7500-14985:0.003584615,15-135:0.006415385,450-1485:0.004276923,150-435:0.004938462,1500-7485:0.003784615,15000-:0.003461538",4439590
C14996,Diodes,Schottky Barrier Diodes (SBD),SS210,"SMA,DO-214AC",2,MDD(Microdiode Electronics),Basic,100V 850mV@2A 2A SMA(DO-214AC)  Schottky Barrier Diodes (SBD) ROHS,https://datasheet.lcsc.com/lcsc/1811071613_MDD-Microdiode-Electronics--SS210_C14996.pdf,"5-45:0.032461538,50-145:0.026307692,150-495:0.023230769,500-2495:0.020923077,2500-4995:0.019076923,5000-9995:0.018153846,10000-19995:0.017846154,20000-:0.017692308",103214
C22452,Diodes,Schottky Barrier Diodes (SBD),SS54,"SMA,DO-214AC",2,MDD(Microdiode Electronics),Basic,40V 550mV@5A 5A SMA(DO-214AC)  Schottky Barrier Diodes (SBD) ROHS,https://datasheet.lcsc.com/lcsc/1810192041_MDD-Microdiode-Electronics--SS54_C22452.pdf,"5-45:0.065692308,50-145:0.054000000,150-495:0.048153846,10000-19995:0.038153846,500-2495:0.043846154,20000-:0.037846154,2500-4995:0.040307692,5000-9995:0.038615385",309282
C35722,Diodes,Schottky Barrier Diodes (SBD),SS36-E3/57T,"SMC,DO-214AB",2,Vishay Intertech,Basic,60V 750mV@3A 3A SMC(DO-214AB)  Schottky Barrier Diodes (SBD) ROHS,https://datasheet.lcsc.com/lcsc/1809042323_Vishay-Intertech-SS36-E3-57T_C35722.pdf,"2-18:0.278615385,20-58:0.234153846,60-198:0.215076923,200-998:0.196000000,1000-1998:0.183230769,2000-3998:0.175692308,4000-7998:0.173692308,8000-:0.172461538",27388
C37704,Diodes,Schottky Barrier Diodes (SBD),"BAT54C,215",SOT-23-3,3,Nexperia,Basic,30V 800mV@100mA 200mA SOT-23(SOT-23-3)  Schottky Barrier Diodes (SBD) ROHS,https://datasheet.lcsc.com/lcsc/1811141223_Nexperia-BAT54C-215_C37704.pdf,"15-135:0.023384615,150-435:0.018307692,450-1485:0.016000000,1500-7485:0.014230769,7500-14985:0.013538462,60000-:0.012861538,30000-59985:0.012969231,15000-29985:0.013076923",480457
C64898,Diodes,Diodes - General Purpose,SM4007PL,SOD-123FL,2,MDD(Microdiode Electronics),Basic,1A 10兪A@1kV 1kV 1.1V@1A SOD-123FL  Diodes - General Purpose ROHS,https://datasheet.lcsc.com/lcsc/1809301215_MDD-Microdiode-Electronics--SM4007PL_C64898.pdf,"15-135:0.007953846,150-435:0.006323077,450-1485:0.005430769,1500-7485:0.004876923,7500-14985:0.004415385,60000-:0.004061538,30000-59985:0.004107692,15000-29985:0.004153846",1461670
C68978,Diodes,Switching Diode,BAV70,SOT-23-3,3,"Jiangsu Changjing Electronics Technology Co., Ltd.",Basic,70V +150亷(Tj) 225mW Dual Common Cathode 1.25V@150mA 6ns 2.5兪A@70V 200mA SOT-23  Switching Diode ROHS,https://datasheet.lcsc.com/lcsc/1809211023_Jiangsu-Changjing-Electronics-Technology-Co---Ltd--BAV70_C68978.pdf,"15-135:0.019692308,150-435:0.015692308,450-1485:0.013446154,1500-7485:0.012123077,7500-14985:0.010969231,15000-29985:0.010353846,30000-59985:0.010215385,60000-:0.010138462",66277
C81598,Diodes,Switching Diode,1N4148W,SOD-123,2,ST(Semtech),Basic,75V +150亷(Tj) 400mW Single 1.25V@150mA 4ns 1兪A@75V 150mA SOD-123  Switching Diode ROHS,https://datasheet.lcsc.com/lcsc/1811061725_ST-Semtech-1N4148W_C81598.pdf,"15-135:0.010384615,150-435:0.007984615,450-1485:0.006923077,1500-7485:0.006123077,7500-14985:0.005815385,15000-:0.005600000",650691
C95872,Diodes,Diodes - General Purpose,M7,"SMA,DO-214AC",2,MDD(Microdiode Electronics),Basic,1A 5兪A@1kV 1kV 1.1V@1A SMA(DO-214AC)  Diodes - General Purpose ROHS,https://datasheet.lcsc.com/lcsc/1810311713_MDD-Microdiode-Electronics--M7_C95872.pdf,"5-45:0.008384615,50-145:0.006661538,150-495:0.005692308,500-2495:0.005123077,2500-4995:0.004615385,10000-19995:0.004292308,20000-:0.004246154,5000-9995:0.004353846",3684716
C191023,Diodes,Schottky Barrier Diodes (SBD),1N5819WS,SOD-323,2,Guangdong Hottech,Basic,40V 600mV@1A 1A SOD-323  Schottky Barrier Diodes (SBD) ROHS,https://datasheet.lcsc.com/lcsc/2204281430_Guangdong-Hottech-1N5819WS_C191023.pdf,"20000-:0.007969231,10000-19980:0.008492308,2000-9980:0.009476923,600-1980:0.010615385,200-580:0.012507692,20-180:0.015846154",88526
C412437,Diodes,Diodes - Fast Recovery Rectifiers,US1M,"SMA,DO-214AC",2,MDD(Microdiode Electronics),Basic,1.7V@1A 5兪A@1kV 75ns Single 1A -50乣+150亷(Tj) 1kV SMA  Diodes - Fast Recovery Rectifiers ROHS,https://datasheet.lcsc.com/lcsc/2007101707_MDD-Microdiode-Electronics--US1M_C412437.pdf,"5-45:0.011569231,50-145:0.009292308,150-495:0.008015385,500-2495:0.007261538,2500-4995:0.006600000,10000-19995:0.006169231,20000-:0.006123077,5000-9995:0.006246154",431949
C7532,Display Modules / LED Drivers / Display Drivers,LCD Drivers,HT1621B,LQFP-48_7.0x7.0x0.5P,48,Holtek Semicon,Basic,LQFP-48_7x7x05P  LCD Drivers ROHS,https://datasheet.lcsc.com/lcsc/1809121513_Holtek-Semicon-HT1621B_C7532.pdf,"1-9:0.610769231,10-29:0.509230769,30-99:0.458461538,100-499:0.420000000,500-999:0.384615385,4000-:0.356923077,2000-3999:0.360000000,1000-1999:0.364615385",3894
C19187,Display Modules / LED Drivers / Display Drivers,LED Display Drivers,TM1638,SOIC-28_7.5x17.9x1.27P,28,TM(Shenzhen Titan Micro Elec),Basic,SOIC-28_300mil  LED Display Drivers ROHS,https://datasheet.lcsc.com/lcsc/1809182111_TM-Shenzhen-Titan-Micro-Elec-TM1638_C19187.pdf,"1-9:0.336923077,10-29:0.281538462,30-99:0.256923077,100-499:0.232307692,500-999:0.216923077,1000-1999:0.206153846,2000-3999:0.204615385,4000-:0.203076923",4471
C19579,Display Modules / LED Drivers / Display Drivers,LED Display Drivers,TM1620,SOIC-20_7.5x12.8x1.27P,20,TM(Shenzhen Titan Micro Elec),Basic,SOIC-20_300mil  LED Display Drivers ROHS,https://datasheet.lcsc.com/lcsc/1811132321_TM-Shenzhen-Titan-Micro-Elec-TM1620_C19579.pdf,"4000-:0.133538462,10-29:0.185692308,100-499:0.153384615,1000-1999:0.136153846,500-999:0.142615385,1-9:0.223384615,30-99:0.169538462,2000-3999:0.134615385",11232
C41327,Display Modules / LED Drivers / Display Drivers,LED Display Drivers,TM1640,SOP-28_7.5x17.9x1.27P,28,TM(Shenzhen Titan Micro Elec),Basic,SOP-28_300mil  LED Display Drivers ROHS,https://datasheet.lcsc.com/lcsc/2101251932_TM-Shenzhen-Titan-Micro-Elec-TM1640_C41327.pdf,"1-9:0.271076923,10-29:0.232923077,30-99:0.216461538,100-499:0.200153846,500-999:0.189230769,1000-1999:0.182615385,2000-3999:0.180923077,4000-:0.179846154",17770
C8254,Embedded Processors & Controllers,ST Microelectronics,STM8S105K6T6C,LQFP-32_7.0x7.0x0.8P,32,STMicroelectronics,Basic,STM8 16MHz FLASH 2.95V~ 5.5V 8-Bit LQFP-32_7x7x08P  ST Microelectronics ROHS,https://datasheet.lcsc.com/lcsc/1809301523_STMicroelectronics-STM8S105K6T6C_C8254.pdf,"1-9:5.980000000,10-29:5.847692308,30-99:5.847692308,500-999:5.847692308,100-499:5.847692308,1000-:5.847692308",2346
C8734,Embedded Processors & Controllers,ST Microelectronics,STM32F103C8T6,LQFP-48_7.0x7.0x0.5P,48,STMicroelectronics,Basic,ARM Cortex-M3 72MHz FLASH 2V ~ 3.6V 32-Bit LQFP-48_7x7x05P  ST Microelectronics ROHS,https://datasheet.lcsc.com/lcsc/1811151642_STMicroelectronics-STM32F103C8T6_C8734.pdf,"1-9:6.550769231,10-29:6.426153846,30-99:6.426153846,100-499:6.426153846,500-999:6.426153846,1000-:6.426153846",3583
C9861,Embedded Processors & Controllers,ST Microelectronics,STM32L151C8T6,LQFP-48_7.0x7.0x0.5P,48,STMicroelectronics,Basic,ARM Cortex-M3 32MHz FLASH 1.8V ~ 3.6V 32-Bit LQFP-48_7x7x05P  ST Microelectronics ROHS,https://datasheet.lcsc.com/lcsc/1810251030_STMicroelectronics-STM32L151C8T6_C9861.pdf,"1-9:4.229230769,10-29:3.833846154,30-99:3.581538462,104-499:3.363076923,500-999:3.332307692,102-103:3.363076923,1000-:3.304615385,100-101:3.363076923",1465
C14877,Embedded Processors & Controllers,ATMEL & AVR,ATMEGA328P-AU,TQFP-32_7.0x7.0x0.8P,32,Microchip Tech,Basic,AVR 20MHz FLASH 1.8V ~ 5.5V 8-Bit TQFP-32_7x7x08P  ATMEL & AVR ROHS,https://datasheet.lcsc.com/lcsc/1809101618_Microchip-Tech-ATMEGA328P-AU_C14877.pdf,"3-4:30.632307692,1-2:30.632307692,30-33:29.261538462,36-:29.261538462,5-29:30.632307692,34-35:29.261538462",3119
C23922,Embedded Processors & Controllers,ST Microelectronics,STM32F030C8T6,LQFP-48_7.0x7.0x0.5P,48,STMicroelectronics,Basic,ARM Cortex-M0 48MHz FLASH 2.4V ~ 3.6V 32-Bit LQFP-48_7x7x05P  ST Microelectronics ROHS,https://datasheet.lcsc.com/lcsc/1811061717_STMicroelectronics-STM32F030C8T6_C23922.pdf,"1-9:1.704615385,10-29:1.520000000,30-99:1.390769231,100-499:1.296923077,500-999:1.230769231,1000-:1.204615385",43788
C52717,Embedded Processors & Controllers,ST Microelectronics,STM8S003F3P6TR,TSSOP-20_4.4x6.5x0.65P,20,STMicroelectronics,Basic,STM8 16MHz FLASH 2.95V~ 5.5V 8-Bit TSSOP-20  ST Microelectronics ROHS,https://datasheet.lcsc.com/lcsc/1811121205_STMicroelectronics-STM8S003F3P6TR_C52717.pdf,"1-9:1.183076923,10-29:1.058461538,30-99:0.970769231,100-499:0.907692308,500-999:0.863076923,1000-:0.846153846",13467
C55961,Embedded Processors & Controllers,ST Microelectronics,STM8S103F3P6,TSSOP-20_4.4x6.5x0.65P,20,STMicroelectronics,Basic,STM8 16MHz FLASH 2.95V~ 5.5V 8-Bit TSSOP-20  ST Microelectronics ROHS,https://datasheet.lcsc.com/lcsc/1809192122_STMicroelectronics-STM8S103F3P6_C55961.pdf,"1-9:3.166153846,10-29:2.843076923,30-99:2.650769231,100-499:2.492307692,500-999:2.384615385,1000-1999:2.335384615,2000-3999:2.309230769,4000-:2.292307692",1682
C1002,Filters/EMI Optimization,Ferrite Beads,GZ1608D601TF,603,2,Sunlord,Basic,200mA 1 450m兌 600兌@100MHz 亇25% 0603  Ferrite Beads ROHS,https://datasheet.lcsc.com/lcsc/2109180930_Sunlord-GZ1608D601TF_C1002.pdf,"20-180:0.004507692,200-580:0.003615385,600-1980:0.003107692,2000-9980:0.002815385,10000-19980:0.002553846,20000-:0.002415385",493341
C1015,Filters/EMI Optimization,Ferrite Beads,GZ2012D101TF,805,2,Sunlord,Basic,1 100兌@100MHz 亇25% 0805  Ferrite Beads ROHS,https://datasheet.lcsc.com/lcsc/2111221630_Sunlord-GZ2012D101TF_C1015.pdf,"20-180:0.009261538,200-580:0.007446154,600-1980:0.006446154,2000-9980:0.005830769,10000-19980:0.005307692,20000-:0.005030769",122012
C1017,Filters/EMI Optimization,Ferrite Beads,GZ2012D601TF,805,2,Sunlord,Basic,500mA 1 300m兌 600兌@100MHz 亇25% 0805  Ferrite Beads ROHS,https://datasheet.lcsc.com/lcsc/2109181830_Sunlord-GZ2012D601TF_C1017.pdf,"20-180:0.008538462,200-580:0.006707692,600-1980:0.005692308,2000-9980:0.005092308,10000-19980:0.004553846,20000-:0.004276923",252038
C1034,Inductors/Coils/Transformers,Inductors (SMD),SDFL1608Q4R7KTF,603,2,Sunlord,Basic,15mA 4.7uH 亇10% 2.1兌 0603  Inductors (SMD) ROHS,https://datasheet.lcsc.com/lcsc/2110081230_Sunlord-SDFL1608Q4R7KTF_C1034.pdf,"20-180:0.009446154,200-580:0.007569231,600-1980:0.006523077,2000-9980:0.005892308,10000-19980:0.005353846,20000-:0.005061538",79646
C1035,Inductors/Coils/Transformers,Inductors (SMD),SDFL1608S100KTF,603,2,Sunlord,Basic,3mA 10uH 亇10% 1.85兌 0603  Inductors (SMD) ROHS,https://datasheet.lcsc.com/lcsc/2110081230_Sunlord-SDFL1608S100KTF_C1035.pdf,"20-180:0.010015385,200-580:0.008107692,600-1980:0.007061538,2000-9980:0.006415385,10000-19980:0.005876923,20000-:0.005569231",139610
C1042,Inductors/Coils/Transformers,Inductors (SMD),SDFL2012Q1R0KTF,805,2,Sunlord,Basic,50mA 1uH 亇10% 400m兌 0805  Inductors (SMD) ROHS,https://datasheet.lcsc.com/lcsc/2110081230_Sunlord-SDFL2012Q1R0KTF_C1042.pdf,"20-180:0.015261538,200-580:0.012369231,600-1980:0.010769231,2000-9980:0.009815385,10000-19980:0.008969231,20000-:0.008523077",31984
C1043,Inductors/Coils/Transformers,Inductors (SMD),CMI201209U2R2KT,805,2,FH(Guangdong Fenghua Advanced Tech),Basic,50mA 2.2uH 亇10% 600m兌 0805  Inductors (SMD) ROHS,https://datasheet.lcsc.com/lcsc/1811061719_FH-Guangdong-Fenghua-Advanced-Tech-CMI201209U2R2KT_C1043.pdf,"20-180:0.006953846,200-580:0.005646154,600-1980:0.004707692,2000-9980:0.003938462,10000-19980:0.003800000,20000-:0.003738462",74177
C1046,Inductors/Coils/Transformers,Inductors (SMD),SDFL2012S100KTF,805,2,Sunlord,Basic,15mA 10uH 亇10% 1.15兌 0805  Inductors (SMD) ROHS,https://datasheet.lcsc.com/lcsc/2110081230_Sunlord-SDFL2012S100KTF_C1046.pdf,"20-180:0.015538462,200-580:0.012338462,600-1980:0.010600000,2000-9980:0.009553846,10000-19980:0.008646154,20000-:0.008153846",75825
C1049,Inductors/Coils/Transformers,Inductors (SMD),CMI321609U4R7KT,1206,2,FH(Guangdong Fenghua Advanced Tech),Basic,25mA 4.7uH 亇10% 650m兌 1206  Inductors (SMD) ROHS,https://datasheet.lcsc.com/lcsc/1810311322_FH-Guangdong-Fenghua-Advanced-Tech-CMI321609U4R7KT_C1049.pdf,"15-135:0.013246154,450-1485:0.008938462,150-435:0.010738462,1500-7485:0.007446154,15000-:0.007061538,7500-14985:0.007184615",20419
C1051,Inductors/Coils/Transformers,Inductors (SMD),CMI321609X100KT,1206,2,FH(Guangdong Fenghua Advanced Tech),Basic,25mA 10uH 亇10% 800m兌 1206  Inductors (SMD) ROHS,https://datasheet.lcsc.com/lcsc/1810311314_FH-Guangdong-Fenghua-Advanced-Tech-CMI321609X100KT_C1051.pdf,"150-435:0.012292308,1500-7485:0.008553846,15000-:0.008123077,15-135:0.015123077,450-1485:0.010246154,7500-14985:0.008261538",100119
C13415,Inductors/Coils/Transformers,Inductors (SMD),SDCL1608C68NJTDF,603,2,Sunlord,Basic,300mA 68nH 亇5% 850m兌 0603  Inductors (SMD) ROHS,https://datasheet.lcsc.com/lcsc/2110081230_Sunlord-SDCL1608C68NJTDF_C13415.pdf,"20-180:0.008123077,200-580:0.006461538,600-1980:0.005523077,2000-9980:0.004969231,10000-19980:0.004492308,20000-:0.004230769",49407
C14033,Inductors/Coils/Transformers,Inductors (SMD),SDCL1005C3N9STDF,402,2,Sunlord,Basic,300mA 3.9nH 亇3% 200m兌 0402  Inductors (SMD) ROHS,https://datasheet.lcsc.com/lcsc/2110081230_Sunlord-SDCL1005C3N9STDF_C14033.pdf,"20-180:0.003323077,200-580:0.002600000,600-1980:0.002230769,2000-9980:0.002061538,10000-19980:0.001830769,20000-:0.001753846",17121
C27143,Inductors/Coils/Transformers,Inductors (SMD),SDCL1005C15NJTDF,402,2,Sunlord,Basic,300mA 15nH 亇5% 500m兌 0402  Inductors (SMD) ROHS,https://datasheet.lcsc.com/lcsc/2110081230_Sunlord-SDCL1005C15NJTDF_C27143.pdf,"20-180:0.003307692,200-580:0.002600000,600-1980:0.002215385,2000-9980:0.002046154,10000-19980:0.001815385,20000-:0.001738462",98496
C27147,Inductors/Coils/Transformers,Inductors (SMD),SDCL1005C10NJTDF,402,2,Sunlord,Basic,300mA 10nH 亇5% 400m兌 0402  Inductors (SMD) ROHS,https://datasheet.lcsc.com/lcsc/2110081230_Sunlord-SDCL1005C10NJTDF_C27147.pdf,"20-180:0.003338462,200-580:0.002615385,600-1980:0.002230769,2000-9980:0.002061538,10000-19980:0.001830769,20000-:0.001753846",19045
C32375,Inductors/Coils/Transformers,Inductors (SMD),SDFL2012T220KTF,805,2,Sunlord,Basic,5mA 22uH 亇10% 1.1兌 0805  Inductors (SMD) ROHS,https://datasheet.lcsc.com/lcsc/2110081230_Sunlord-SDFL2012T220KTF_C32375.pdf,"20-180:0.022153846,200-580:0.018000000,600-1980:0.015692308,2000-9980:0.014261538,10000-19980:0.013046154,20000-:0.012400000",14980
C68035,Inductors/Coils/Transformers,Inductors (SMD),MLF2012C101KT000,805,2,TDK,Basic,2mA 100uH 亇10% 2.5兌 0805  Inductors (SMD) ROHS,https://datasheet.lcsc.com/lcsc/1810162253_TDK-MLF2012C101KT000_C68035.pdf,"20-180:0.041538462,200-580:0.035076923,600-1980:0.032000000,2000-9980:0.029692308,10000-19980:0.027692308,20000-:0.026769231",15445
C6521,Interface ICs,Analog Switches / Multiplexers,CD4052BM96,SOIC-16_3.9x9.9x1.27P,16,Texas Instruments,Basic,SOIC-16_150mil  Analog Switches / Multiplexers ROHS,http://www.ti.com/cn/lit/gpn/cd4052b,"1-9:0.361538462,10-29:0.296923077,30-99:0.267692308,100-499:0.240000000,500-999:0.221538462,1000-:0.210769231",11745
C6568,Interface ICs,USB ICs,CP2102-GMR,QFN-28_EP_5.0x5.0x0.5P,29,SILICON LABS,Basic,Transceiver 1Mbps USB 1/1 QFN-28_5x5x05P  USB ICs ROHS,https://datasheet.lcsc.com/lcsc/1811081920_SILICON-LABS-CP2102-GMR_C6568.pdf,"1-9:2.163076923,10-29:1.944615385,30-99:1.790769231,100-499:1.680000000,500-999:1.601538462,1000-1999:1.569230769,2000-3999:1.555384615,4000-:1.543076923",17926
C6855,Interface ICs,RS-485/RS-422 ICs,SP485EEN-L/TR,SOIC-8_3.9x4.9x1.27P,8,MaxLinear,Basic,10Mbps RS485 1/1 Transceiver SOIC-8_150mil  RS-485/RS-422 ICs ROHS,https://datasheet.lcsc.com/lcsc/2104081903_MaxLinear-SP485EEN-L-TR_C6855.pdf,"1-9:0.355384615,10-29:0.293846154,30-99:0.266153846,100-499:0.240000000,500-999:0.223076923,4000-:0.207692308,2000-3999:0.209230769,1000-1999:0.212307692",193667
C6952,Interface ICs,CAN ICs,"TJA1050T/CM,118",SOIC-8_3.9x4.9x1.27P,8,NXP Semicon,Basic,1/1 CAN Transceiver SOIC-8_150mil  CAN ICs ROHS,https://datasheet.lcsc.com/lcsc/1809201810_NXP-Semicon-TJA1050T-CM-118_C6952.pdf,"1-9:1.160000000,10-29:1.050769231,30-99:0.949230769,100-499:0.887692308,500-999:0.849230769,1000-:0.830769231",13308
C7063,Interface ICs,RS-485/RS-422 ICs,SN75176BDR,SOIC-8_3.9x4.9x1.27P,8,Texas Instruments,Basic,RS485 1/1 Transceiver SOIC-8_150mil  RS-485/RS-422 ICs ROHS,http://www.ti.com/cn/lit/gpn/sn75176b,"1-9:0.363076923,10-29:0.292307692,30-99:0.258461538,100-499:0.232307692,500-999:0.221538462,1000-:0.215384615",15937
C8963,Interface ICs,RS-485/RS-422 ICs,SP3485EN-L/TR,SOIC-8_3.9x4.9x1.27P,8,MaxLinear,Basic,10Mbps RS485 1/1 Transceiver SOIC-8_150mil  RS-485/RS-422 ICs ROHS,https://datasheet.lcsc.com/lcsc/1811021609_MaxLinear-SP3485EN-L-TR_C8963.pdf,"1-9:0.501538462,10-29:0.355384615,30-99:0.329230769,496-:0.301538462,491-495:0.301538462,100-490:0.301538462",185196
C9669,Interface ICs,Digital Isolators,ADUM1201ARZ-RL7,SOIC-8_3.9x4.9x1.27P,8,Analog Devices,Basic,2 Unidirectional 2500Vrms 1Mbps General Purpose Magnetic Coupling SOIC-8_150mil  Digital Isolators ROHS,https://datasheet.lcsc.com/lcsc/1810151812_Analog-Devices-ADUM1201ARZ-RL7_C9669.pdf,"500-999:3.056923077,100-499:3.189230769,10-29:3.669230769,1000-:3.000000000,30-99:3.440000000,1-9:4.118461538",4876
C12084,Interface ICs,CAN ICs,SN65HVD230DR,SOIC-8_3.9x4.9x1.27P,8,Texas Instruments,Basic,1/1 1Mbps CAN Transceiver SOIC-8_150mil  CAN ICs ROHS,http://www.ti.com/cn/lit/gpn/sn65hvd230,"1-9:1.969230769,10-29:1.761538462,30-99:1.615384615,100-499:1.509230769,500-999:1.435384615,1000-:1.406153846",4356
C13482,Interface ICs,RS232 ICs,SP3232EEY-L/TR,HTSSOP-16_EP_4.4x5.0x0.65P,16,MaxLinear,Basic,Transceiver 235kbps RS232 2/2 TSSOP-16  RS232 ICs ROHS,https://datasheet.lcsc.com/lcsc/1810111814_MaxLinear-SP3232EEY-L-TR_C13482.pdf,"36-99:0.552307692,30-33:0.552307692,500-:0.543076923,100-499:0.547692308,34-35:0.552307692,5-29:0.580000000,1-2:0.580000000,3-4:0.580000000",75746
C21379,Interface ICs,Analog Switches / Multiplexers,CD4051BM96,SOIC-16_3.9x9.9x1.27P,16,Texas Instruments,Basic,SOIC-16_150mil  Analog Switches / Multiplexers ROHS,http://www.ti.com/cn/lit/gpn/cd4051b,"1-9:0.404615385,10-29:0.283076923,30-99:0.260000000,100-499:0.233846154,500-999:0.218461538,1000-:0.212307692",18362
C26860,Interface ICs,RS232 ICs,MAX232ESE+T,SOIC-16_3.9x9.9x1.27P,16,Maxim Integrated,Basic,Transceiver RS232 2/2 SOIC-16_150mil  RS232 ICs ROHS,https://datasheet.lcsc.com/lcsc/1809301135_Maxim-Integrated-MAX232ESE-T_C26860.pdf,"30-99:0.644615385,500-999:0.567692308,1-9:0.809230769,100-499:0.596923077,10-29:0.724615385,1000-:0.553846154",21505
C5590,Logic ICs,Inverters,"74HC04D,653",SOIC-14_3.9x8.7x1.27P,14,Nexperia,Basic,SOIC-14_150mil  Inverters ROHS,https://datasheet.lcsc.com/lcsc/1808271813_Nexperia-74HC04D-653_C5590.pdf,"1-9:0.219384615,10-29:0.189384615,30-99:0.176615385,100-499:0.163769231,500-999:0.155215385,1000-1999:0.150153846,2000-3999:0.148769231,4000-:0.148000000",26294
